SECTION,LOCATION,DAYS,START_TIME,END_TIME,DURATION,ENROLLMENT,STUDENT_ID,OCCUPANCY,OCCUPANCY_RATIO,MASK,D0,YEAR,STUDENT_INFECTION_PROB,TEACHER_INFECTION_PROB,INFECTION_PROB_SESSION
218,TVN387,W,14:59:00,16:42:00,01:43:00,13,"181,257,429,1295,1320,1596,3440,3774,3817,3922,4239,4546,4987",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00014374190038327794
219,VGP845,TWM,20:21:00,22:47:00,02:26:00,10,"631,710,1668,1745,3369,3695,3706,3993,4128,4839",5.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00013926303122536006
220,ICH942,F,08:34:00,09:36:00,01:02:00,22,"151,153,185,196,244,330,499,689,994,1289,1993,2257,2307,2401,2411,2523,2572,2733,3892,4617,4649,4690",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00017031757397009556
221,YAN039,F,13:48:00,15:32:00,01:44:00,34,"25,34,527,541,793,867,1021,1115,1133,1442,1481,1548,2231,2421,2558,2666,2733,2985,3175,3181,3324,3668,3782,4168,4189,4224,4312,4344,4430,4554,4563,4571,4607,4957",17.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00014592788992998267
222,YAN039,FHM,18:19:00,19:40:00,01:21:00,20,"146,236,389,411,683,720,1036,1634,1763,2204,2774,2799,3288,3326,3467,3680,3796,4250,4304,4591",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,8.644881603782425e-05
223,FRF846,MHT,17:05:00,18:32:00,01:27:00,12,"0,246,365,603,1277,1803,2541,3312,3532,3975,4800,4865",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002036184894492704
224,QDJ389,HF,11:54:00,14:24:00,02:30:00,24,"167,318,424,497,522,547,908,943,1376,1574,1758,2362,2877,2991,3020,3317,3809,3839,3846,3877,4020,4082,4111,4979",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0006491538840159906
225,ICH942,MWT,13:53:00,17:38:00,03:45:00,22,"186,205,727,1040,1045,1246,1513,1674,1708,1766,1802,2088,2143,2527,2611,2791,2898,4089,4353,4425,4426,4929",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.000613904225535722
226,YAN039,W,18:56:00,21:32:00,02:36:00,24,"119,138,243,545,549,603,641,935,1396,1559,1613,1830,2097,2314,2383,2467,2549,3261,3365,3437,3887,4263,4760,4828",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00018126209357942932
227,TVN387,HF,15:44:00,18:45:00,03:01:00,19,"568,653,661,901,1213,1396,1629,1818,1906,2086,2149,2538,2575,2699,3003,3270,3793,4731,4860",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002914828205421513
228,LEZ228,TF,18:46:00,22:42:00,03:56:00,28,"185,379,423,535,1206,1378,1484,1527,1646,1653,1941,2090,2623,2833,2892,2928,3083,3166,3520,3723,3865,3920,4442,4669,4720,4749,4873,4977",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.007023823546781426
229,YAN039,WTH,15:05:00,16:38:00,01:33:00,19,"31,40,207,657,886,1025,1405,1686,1897,1911,2343,2826,3007,3039,3712,3820,3844,4500,4561",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,9.923509232716965e-05
230,VGP845,TFW,14:04:00,15:36:00,01:32:00,20,"54,1376,1905,1928,2210,2648,2773,3038,3335,3471,3537,3559,3607,3797,3839,4000,4093,4282,4329,4991",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00011341327376714744
231,UGS416,H,16:53:00,20:29:00,03:36:00,19,"234,442,864,1190,1486,1880,1995,2067,2964,3163,3200,3269,3582,4063,4171,4442,4489,4556,4968",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00022218092007203404
232,YAN039,HMF,06:07:00,09:07:00,03:00:00,13,"95,121,546,604,1070,1117,1483,1660,2085,2286,3169,3433,3479",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00016583608281554982
233,YAN039,TFW,14:28:00,15:45:00,01:17:00,20,"214,232,448,585,716,745,934,1368,1412,1496,1562,1565,1833,2048,2399,3292,3950,4308,4778,4793",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,8.218552390087262e-05
234,FRF846,H,16:19:00,18:29:00,02:10:00,15,"239,367,474,607,634,1141,1457,1594,1705,1887,2437,2658,3108,3533,4831",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00033702314825396134
235,TVN387,HFM,07:08:00,08:31:00,01:23:00,21,"133,337,404,509,1156,1870,1944,2089,2468,2868,2927,2997,3000,3144,3268,3412,3631,3645,3768,4856,4993",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00014004921052546482
236,QDJ389,FTM,06:47:00,08:10:00,01:23:00,25,"129,214,431,1103,1136,1141,1464,1623,1793,1981,2105,2490,2573,3004,3064,3297,3303,3693,3780,3858,3871,3934,4030,4281,4316",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00037561412608445334
237,SYH090,FW,18:55:00,22:10:00,03:15:00,14,"11,507,842,1081,1125,1226,1259,2488,2539,2585,3818,4653,4882,4996",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00014804955278509822
238,TVN387,MH,18:07:00,20:33:00,02:26:00,25,"6,112,1008,1069,1112,1120,1265,1313,1335,1772,1785,1859,1983,2111,2134,2144,2886,3750,3801,3928,3937,4391,4453,4545,4987",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00026718531452076086
239,LTG028,H,17:44:00,21:24:00,03:40:00,17,"304,512,550,599,1003,1097,1130,1404,1634,1786,2051,2425,2490,2742,2748,3545,3734",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00047006639868136163
240,YAN039,WTH,09:36:00,11:55:00,02:19:00,10,"681,1198,1202,1906,2265,2686,2712,3238,4441,4718",5.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00011481076482523295
241,SYH090,M,17:15:00,20:10:00,02:55:00,21,"64,734,781,899,1163,1414,1737,1903,2222,2314,2316,2782,3201,3328,3369,3630,3696,4173,4427,4656,4859",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001606093946657429
242,FRF846,W,15:39:00,19:34:00,03:55:00,24,"89,298,482,604,609,753,762,822,1148,1612,1713,1926,2755,2834,2872,3555,4212,4264,4558,4589,4646,4752,4776,4975",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.000726961115731416
243,YAN039,MFT,14:32:00,16:13:00,01:41:00,17,"272,517,987,1088,1204,1738,2705,3155,3364,3533,3896,4024,4251,4616,4622,4723,4841",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00010290358238148856
244,LEZ228,FHM,09:09:00,10:19:00,01:10:00,19,"289,578,1177,1444,2292,2535,2614,3113,3221,3344,3418,3500,3606,4258,4438,4514,4563,4577,4880",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0018696037364949968
245,UGS416,FH,19:25:00,21:17:00,01:52:00,30,"50,283,319,375,417,725,726,732,1072,1073,1128,1298,1385,1454,1471,1577,1654,2282,2300,2388,2643,3202,3627,3786,4139,4185,4280,4673,4857,4872",15.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00014139721758160538
246,LEZ228,WTM,13:06:00,14:55:00,01:49:00,25,"104,241,327,414,444,946,1312,1348,2271,2562,3357,3431,3772,3825,3877,4108,4210,4434,4501,4560,4583,4729,4777,4823,4947",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.003263637562934768
247,QDJ389,W,17:50:00,21:24:00,03:34:00,23,"313,397,500,877,1123,1154,1321,1362,1551,1578,1698,2004,2124,2756,3026,3068,3400,4337,4355,4606,4756,4932,4956",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0009225258004299586
248,YAN039,W,10:07:00,13:51:00,03:44:00,20,"385,413,982,1367,1498,1656,1796,1895,2037,2162,2692,2965,3079,3228,3430,3522,3889,4396,4689,4826",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.000238468311398087
249,VGP845,F,16:12:00,19:34:00,03:22:00,21,"388,901,1042,1937,2131,2552,2813,2825,3215,3238,3322,3430,3525,3779,3886,3891,4050,4477,4558,4740,4832",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00025967069998425474
250,QDJ389,M,07:36:00,09:38:00,02:02:00,21,"198,229,1200,1406,1580,1649,2018,2564,2835,2898,3097,3166,3340,3341,3416,3666,3729,3804,4515,4812,4898",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0005069323072880518
251,UGS416,FMT,07:37:00,10:25:00,02:48:00,28,"97,394,479,544,871,942,1547,1608,1861,1873,2076,2420,2468,2908,3187,3302,3997,4062,4123,4190,4240,4286,4378,4489,4628,4918,4942,4973",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00020412877345433447
252,FRF846,HWT,06:38:00,09:04:00,02:26:00,15,"609,731,975,1749,1811,1865,1895,2071,3195,3542,4174,4197,4755,4831,4836",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00037819592804565606
253,QDJ389,HWF,10:49:00,14:08:00,03:19:00,21,"326,402,613,1005,1153,1219,1222,1464,2072,2095,2306,2358,2600,2633,3241,3597,3938,4177,4300,4413,4618",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0008228774808607282
254,TVN387,HM,08:31:00,12:03:00,03:32:00,33,"109,488,564,618,669,695,861,925,1091,1277,1356,1440,1455,1470,1800,1987,2065,3038,3098,3151,3159,3374,3433,3583,4098,4177,4202,4475,4480,4499,4654,4728,4838",17.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00044898832634752674
255,TVN387,M,17:00:00,19:21:00,02:21:00,21,"76,281,449,697,865,968,1036,1354,1440,1876,1927,2000,2071,2648,2823,3109,4055,4183,4631,4665,4763",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00023756087525004212
256,VGP845,M,18:11:00,20:09:00,01:58:00,19,"382,433,605,1009,1206,2614,2740,2775,2893,2909,3434,3554,3580,4179,4238,4432,4887,4930,4976",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00014538802127301808
257,TVN387,F,15:33:00,19:21:00,03:48:00,19,"99,279,492,796,1370,1439,1497,1508,1739,1827,2095,2700,3580,3696,4316,4469,4555,4635,4991",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00036671427924111604
258,YAN039,MH,18:24:00,21:44:00,03:20:00,19,"939,1524,1655,2779,2782,2947,2997,3128,3174,3279,3479,3731,3921,4165,4169,4223,4311,4443,4750",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00021300784943605947
259,FRF846,WH,16:47:00,20:37:00,03:50:00,23,"106,121,222,350,760,769,802,881,1084,1563,1765,1896,2046,2205,2273,2860,3484,4218,4302,4346,4409,4487,4657",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0007116489972750283
260,VGP845,FT,11:51:00,13:33:00,01:42:00,28,"699,857,905,986,1111,1194,1288,1338,1514,1538,2028,2271,2328,2582,3069,3199,3393,3420,3658,3854,3896,3967,4040,4164,4241,4799,4807,4883",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00014836618231909755
261,VGP845,WHF,07:07:00,09:42:00,02:35:00,16,"69,359,384,841,1114,1217,1993,2249,2679,2876,3143,3262,4073,4733,4902,4991",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.000173625386032743
262,UGS416,WH,18:22:00,21:03:00,02:41:00,19,"241,415,510,870,886,1008,1366,1449,1599,2042,2456,2655,3014,3256,3853,3899,3978,4023,4432",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.000165761670718765
263,TVN387,H,08:24:00,11:17:00,02:53:00,26,"75,150,297,367,950,1015,1127,1139,1213,1631,1701,1872,1926,1927,1947,2217,2628,2649,3083,3427,3511,4510,4743,4865,4944,4945",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0003163909784815215
264,LEZ228,WHT,16:30:00,19:43:00,03:13:00,20,"59,245,380,465,474,548,868,1760,1880,2673,3053,3174,3702,3770,3996,4028,4069,4727,4756,4789",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.004892144337636119
265,SYH090,FT,17:07:00,20:13:00,03:06:00,20,"118,316,348,599,1126,1225,1458,1502,1633,2176,2227,2604,2742,3036,3421,3596,3654,3890,4055,4684",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.000163318336733358
266,YAN039,TM,07:21:00,11:04:00,03:43:00,18,"126,247,835,1153,1438,1498,1730,2035,2199,2292,3891,3959,4225,4333,4646,4705,4851,4907",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00022669798644627288
267,LEZ228,W,18:52:00,21:35:00,02:43:00,24,"212,726,806,1003,1116,1233,1697,1724,1871,2227,2415,2590,2609,2735,2841,2948,3524,3528,3765,4398,4420,4471,4636,4939",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0045816933879227915
268,VGP845,MHT,10:22:00,12:58:00,02:36:00,23,"648,929,955,1275,1320,1462,1650,1919,1989,2321,2346,2778,2848,2854,3581,3642,4083,4222,4289,4466,4607,4828,4934",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00020937727153843235
269,QDJ389,HM,16:01:00,18:10:00,02:09:00,19,"46,499,1291,1303,1810,2099,2557,2967,3170,3534,3670,3904,4275,4318,4406,4422,4585,4680,4854",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0005125737895938043
270,TVN387,HF,17:33:00,18:33:00,01:00:00,16,"86,198,385,558,815,1847,2274,2460,2574,2706,2730,2863,3412,3584,3725,4908",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,8.820597692302083e-05
271,QDJ389,T,12:55:00,15:05:00,02:10:00,14,"410,826,1783,1925,2010,2253,2313,2323,3294,3702,4209,4608,4711,4826",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00044634822787889626
272,VGP845,HTW,09:19:00,10:50:00,01:31:00,8,"611,804,884,1710,2722,4304,4307,4374",4.0,0.5,0.5,1000,Fall_2020,0.01,0.01,8.186837540019138e-05
273,VGP845,H,17:17:00,19:26:00,02:09:00,18,"93,113,428,450,585,758,1251,1437,1606,2262,2593,3399,3690,3731,3946,4290,4507,4798",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001517446062205614
274,YAN039,FMW,08:03:00,10:51:00,02:48:00,13,"149,388,705,916,968,1000,1881,2047,2094,2687,2848,3054,4526",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001548170983833803
275,SYH090,T,10:42:00,14:19:00,03:37:00,21,"57,267,396,779,919,1692,1991,2033,2078,2218,2367,2444,2451,2517,2520,3047,3350,3522,3671,4116,4635",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00019903881028304228
276,YAN039,F,10:44:00,13:46:00,03:02:00,19,"253,550,750,1156,1162,1167,1236,2292,2457,2544,2892,3007,3356,3374,3582,4178,4732,4921,4993",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001938984207688304
277,YAN039,H,08:14:00,11:59:00,03:45:00,26,"235,395,540,722,1013,1028,1636,1676,2116,2200,2238,2312,2453,2470,2744,3012,3235,3560,3568,3628,4087,4208,4268,4272,4439,4846",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00027194563664372277
278,UGS416,T,13:11:00,15:10:00,01:59:00,19,"741,828,1231,1292,1655,1841,1871,2191,2359,2548,2678,2926,2949,3033,3587,3923,4354,4895,4965",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00012260690598795023
279,FRF846,HMT,20:30:00,22:38:00,02:08:00,17,"568,927,1014,1429,1991,2007,2217,2355,2675,2720,2787,2939,3349,3481,3935,4638,4660",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0003483589814914394
280,UGS416,M,06:34:00,08:47:00,02:13:00,18,"162,323,440,456,485,498,735,1388,1784,1863,2277,2349,3300,3326,4312,4410,4553,4663",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00013082666847516935
281,VGP845,W,15:16:00,18:52:00,03:36:00,21,"67,353,372,378,425,563,833,1159,1218,1621,1808,2228,2299,2870,2873,2938,3027,3513,3883,4035,4531",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002775916171984451
282,LEZ228,F,12:32:00,13:51:00,01:19:00,19,"179,292,543,653,1388,1391,1690,1719,2358,2445,2557,3252,3480,3717,3768,3775,4245,4517,4719",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.002101687693767641
283,YAN039,MTH,10:45:00,14:06:00,03:21:00,18,"341,1330,1939,1956,2099,2119,2448,2606,3291,3466,3811,4367,4498,4613,4741,4911,4962,4989",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00020441508647596246
284,LEZ228,FT,06:59:00,08:36:00,01:37:00,15,"65,389,807,987,1561,1652,2327,2448,2650,2730,2826,2861,3856,3912,4685",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0023220469482913074
285,UGS416,T,18:04:00,19:06:00,01:02:00,22,"140,827,860,1522,1697,1782,1829,1907,1960,2156,2327,2381,2402,2635,2844,3135,3552,3780,3959,4317,4477,4739",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,6.681898349726294e-05
286,YAN039,HT,07:57:00,09:01:00,01:04:00,22,"150,373,978,1002,1152,1877,1878,2310,2326,2563,2641,2822,3136,3313,3615,3623,3756,3903,4187,4277,4331,4632",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,7.140103337525485e-05
287,YAN039,WTF,16:19:00,19:57:00,03:38:00,27,"39,271,493,630,781,1151,1221,1292,1376,1980,1998,2195,2267,2320,2525,2690,2846,2897,2994,3248,3644,3933,4148,4282,4458,4619,4805",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002739838977609784
288,LTG028,MF,17:47:00,21:42:00,03:55:00,16,"10,172,605,1343,1387,1409,1722,2339,2613,3597,3864,3915,3929,4231,4333,4916",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00047802403671969604
289,QDJ389,M,06:40:00,09:35:00,02:55:00,20,"58,489,819,1345,1804,1822,1972,2753,2801,3234,3847,4363,4479,4683,4696,4760,4778,4816,4876,4990",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0006932648373069361
290,YAN039,TW,17:30:00,18:45:00,01:15:00,13,"308,858,1450,1567,1578,1621,2288,2375,3452,3634,4133,4365,4560",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,6.924219232983839e-05
291,VGP845,F,13:43:00,16:00:00,02:17:00,16,"484,1077,1093,1357,1573,1843,1848,2191,3461,3494,3601,4147,4335,4709,4773,4971",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00015352301014283102
292,LTG028,H,14:33:00,18:06:00,03:33:00,16,"94,177,275,580,601,985,1249,1352,3025,3207,3240,3255,3700,3927,4037,4084",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00043365263053078023
293,YAN039,H,08:26:00,09:31:00,01:05:00,11,"168,443,554,675,871,1265,1486,3604,3773,4251,4332",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,5.6898361401689414e-05
294,LTG028,HF,16:14:00,19:43:00,03:29:00,26,"17,309,310,334,407,515,601,792,1129,1258,1332,1800,2141,2662,2672,2726,3729,3750,3808,3847,3920,4097,4100,4423,4577,4590",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0005314445144843689
295,QDJ389,T,14:35:00,17:16:00,02:41:00,28,"186,614,754,818,894,934,1317,1359,1572,1596,1764,1955,2352,2940,2987,2988,3080,3765,3828,3916,3944,4193,4361,4621,4749,4866,4910,4920",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0007541923667184195
296,LEZ228,FWM,07:41:00,10:15:00,02:34:00,14,"24,403,765,782,783,944,1253,1590,2113,3386,3494,3875,4630,4681",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0034023817534973026
297,QDJ389,TW,07:10:00,09:39:00,02:29:00,23,"322,356,416,977,980,1011,1280,1572,1643,2248,2266,3232,3282,3694,3734,3937,4213,4459,4605,4625,4745,4862,4875",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0006448655357464038
298,YAN039,M,18:38:00,19:40:00,01:02:00,14,"318,468,971,1468,1723,2009,2557,2667,2715,2994,3206,3333,3818,4787",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,5.725496549365426e-05
299,YAN039,FMT,18:34:00,20:36:00,02:02:00,12,"1,51,59,938,1122,1220,2161,3707,3951,4193,4645,4876",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001066677751486916
300,VGP845,HF,15:46:00,19:07:00,03:21:00,25,"0,4,12,617,1175,1517,1533,1746,1773,2147,2335,2550,2736,2966,3405,3551,3583,3694,3859,3953,4058,4108,4162,4188,4644",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00028069905811250095
301,UGS416,MW,19:52:00,21:17:00,01:25:00,12,"966,1764,1883,2365,2512,2863,2990,3376,4095,4256,4690,4721",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,7.184633728860899e-05
302,YAN039,WM,17:10:00,20:58:00,03:48:00,17,"269,290,847,1310,2427,2934,3074,3085,3202,4075,4078,4117,4227,4360,4564,4898,4910",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00023175979147741817
303,VGP845,TH,06:43:00,10:26:00,03:43:00,31,"467,520,649,794,977,1081,1240,1282,1610,1899,2173,2248,2322,2608,2657,2762,3073,3125,3398,3442,3492,3819,3845,3887,3904,3997,4018,4227,4409,4415,4803",16.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00034841808348052184
304,LEZ228,MHT,06:54:00,10:36:00,03:42:00,29,"158,242,243,354,844,918,933,1431,1517,1901,1956,2087,2169,2383,2489,2569,2668,2780,2837,3108,3188,3292,3670,3924,4236,4539,4554,4613,4736",15.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.006909401258467144
305,FRF846,THM,16:10:00,19:02:00,02:52:00,25,"269,707,774,836,978,1351,1425,1635,1720,1894,1913,2296,2568,2696,2784,2946,3047,3201,3772,4054,4539,4677,4723,4785,4843",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0005556834949027956
306,VGP845,T,09:03:00,10:10:00,01:07:00,23,"90,175,698,771,791,890,1369,2102,2208,2239,2738,2887,3091,3102,3396,3454,3573,4098,4170,4431,4618,4674,4961",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,9.007681049140146e-05
307,YAN039,TMF,11:10:00,13:26:00,02:16:00,28,"180,190,240,1147,1259,1323,1598,1616,1638,1860,2296,2477,2492,2835,3435,3439,3646,4114,4243,4395,4413,4587,4655,4696,4860,4890,4926,4978",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00017114202090082
308,TVN387,M,07:08:00,10:21:00,03:13:00,18,"47,48,409,539,624,633,723,916,1420,1474,1816,1863,2439,3148,3211,4352,4597,4726",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00029667834537806386
309,VGP845,F,15:27:00,17:56:00,02:29:00,20,"211,363,374,453,545,1218,1322,2230,2518,3206,3335,3345,3554,3719,3863,4154,4404,4822,4859,4948",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001834676504268658
310,TVN387,MFW,08:04:00,10:20:00,02:16:00,19,"44,187,739,749,958,999,1107,1838,2247,2357,2560,3161,3215,3298,3637,4647,4854,4885,4952",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00021927664657272447
311,UGS416,HTW,16:51:00,20:05:00,03:14:00,19,"218,517,581,1336,1706,1914,1934,2374,2761,2974,2985,3054,3724,3884,4024,4332,4384,4775,4822",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00019962585115019583
312,YAN039,F,12:12:00,14:35:00,02:23:00,14,"50,1374,1415,1923,2526,2908,3410,3486,3505,3701,3898,4594,4757,4924",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001318440623718315
313,SYH090,WTM,09:26:00,12:33:00,03:07:00,20,"20,126,280,409,576,953,1086,1714,2126,2394,2481,2589,2851,3198,3381,3488,3496,3980,3990,4079",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00016419401545040175
314,QDJ389,WT,14:21:00,17:12:00,02:51:00,9,"1940,2215,2887,3652,3670,3932,4104,4148,4680",5.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0005238465021721959
315,QDJ389,MH,15:04:00,17:38:00,02:34:00,18,"72,772,936,1144,1155,1784,2060,2421,2594,2859,2979,3372,3882,4523,4634,4679,4984,4992",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0005832129899763593
316,UGS416,H,13:04:00,14:59:00,01:55:00,21,"47,264,433,471,584,805,1553,1700,1952,3056,3111,3271,3691,3829,3969,4000,4211,4218,4418,4827,4843",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00012383069622032538
317,YAN039,TH,07:17:00,08:45:00,01:28:00,24,"540,566,630,814,1280,1433,1605,2086,2117,2524,2526,2542,3337,3572,3715,3751,3885,4191,4326,4414,4676,4753,4759,4972",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00010236463774776489
318,LTG028,MH,15:56:00,17:23:00,01:27:00,20,"43,168,573,574,795,1290,1859,1919,1949,2237,2775,2900,3063,3254,3321,3414,3748,4058,4082,4252",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00019566306429767916
319,LTG028,M,09:49:00,12:18:00,02:29:00,20,"164,271,430,520,795,955,1232,1332,1913,2002,2407,2515,2941,3338,3504,3767,3985,4470,4838,4847",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00033433268992205813
320,QDJ389,HMW,06:20:00,09:43:00,03:23:00,16,"73,190,589,823,1531,2059,2636,2724,2805,2892,3276,4079,4264,4582,4767,4788",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0007297455845766441
321,LEZ228,THW,10:50:00,12:39:00,01:49:00,19,"285,358,486,566,577,586,892,1034,1430,1641,2344,2700,2820,3156,3528,3529,3628,4109,4137",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0028623478530554716
322,FRF846,WT,16:43:00,20:09:00,03:26:00,15,"324,640,735,1131,1138,1418,1669,2268,2659,2753,3071,3264,3519,4510,4942",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0005320007834597894
323,UGS416,FTH,17:35:00,20:53:00,03:18:00,15,"301,531,625,1046,1355,1673,1978,2923,3242,3340,3345,3409,3814,3868,4985",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00018535510600622496
324,TVN387,HMW,06:20:00,09:39:00,03:19:00,21,"195,594,678,1001,1304,2303,2406,2448,2487,2520,3152,3249,3641,3900,4007,4230,4288,4313,4335,4481,4564",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0003347828849294364
325,LEZ228,HW,16:05:00,18:52:00,02:47:00,11,"45,102,1526,2192,2556,2655,2855,4093,4638,4942,4967",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0034627877853016854
326,VGP845,TFW,09:04:00,10:41:00,01:37:00,11,"49,68,883,1271,1585,1951,2190,2759,2872,3359,4769",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,9.802339200885218e-05
327,VGP845,M,06:44:00,09:59:00,03:15:00,17,"85,291,832,911,1188,1448,1797,2634,2803,3147,3477,3769,3771,3843,3902,4254,4909",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002290626952466185
