STUDENT_ID,SECTION,LOCATION,DAYS,START_TIME,END_TIME,DURATION,OCCUPANCY_RATIO,MASK,HEIGHT,RESPIRATORY_RATE,ACTIVE_EMISSION,PASSIVE_EMISSION,HVAC,STUDENT_ACTIVE_TIME,TEACHER_ACTIVE_TIME,DATASET,STUDENT_INFECTION_PROB,TEACHER_INFECTION_PROB,SIMULATION_DAYS,INFECTION_PROB_SESSION,HEALTHY_PROB_SESSION,HEALTHY_PROB_TOTAL
1791,395,LTG028,M,07:03:00,09:56:00,02:53:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0003177135000657267,0.9996822864999343,0.9996822864999343
1791,34,YAN039,TMF,17:03:00,18:40:00,01:37:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00011281706601854522,0.9998871829339815,0.9996615869835798
1791,49,FRF846,HTM,09:23:00,12:33:00,03:10:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0006378249307327825,0.9993621750692672,0.9980877454102479
1792,472,LEZ228,W,17:42:00,20:30:00,02:48:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.004918125678785969,0.995081874321214,0.995081874321214
1793,435,SYH090,TM,16:52:00,20:46:00,03:54:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00018680524915936226,0.9998131947508406,0.9996264243978824
1793,236,QDJ389,FTM,06:47:00,08:10:00,01:23:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00037561412608445334,0.9996243858739156,0.9988735808266679
1794,454,UGS416,MFT,16:28:00,19:48:00,03:20:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00024289463313626215,0.9997571053668637,0.9992714930796692
1794,353,TVN387,FW,20:05:00,22:41:00,02:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00020601779723039985,0.9997939822027696,0.999588006848872
1794,25,LTG028,MHF,19:20:00,20:55:00,01:35:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00023285634549504634,0.9997671436545049,0.9993015936171217
1795,152,YAN039,FWH,12:18:00,15:50:00,03:32:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00017482976392966667,0.9998251702360703,0.9994756023992063
1795,387,QDJ389,MT,12:16:00,13:39:00,01:23:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0003457328131398151,0.9996542671868602,0.9993086539048985
1795,360,ICH942,FMT,16:39:00,19:32:00,02:53:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0004935193414567166,0.9995064806585433,0.9985201725394489
1796,248,YAN039,W,10:07:00,13:51:00,03:44:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.000238468311398087,0.9997615316886019,0.9997615316886019
1797,333,LEZ228,TMH,14:04:00,15:20:00,01:16:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.002492179688430793,0.9975078203115693,0.9925420783346787
1797,375,LTG028,H,08:05:00,09:48:00,01:43:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002628381043481523,0.9997371618956519,0.9997371618956519
1797,327,VGP845,M,06:44:00,09:59:00,03:15:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002290626952466185,0.9997709373047534,0.9997709373047534
1798,14,LEZ228,HFM,19:50:00,22:31:00,02:41:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.004135607037116436,0.9958643929628835,0.9876444178930442
1798,392,YAN039,TH,08:43:00,11:47:00,03:04:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00018718424117500224,0.999812815758825,0.99962566655559
1799,375,LTG028,H,08:05:00,09:48:00,01:43:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002628381043481523,0.9997371618956519,0.9997371618956519
1800,254,TVN387,HM,08:31:00,12:03:00,03:32:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00044898832634752674,0.9995510116736525,0.9991022249378221
1800,294,LTG028,HF,16:14:00,19:43:00,03:29:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0005314445144843689,0.9994685554855156,0.9989373934043032
1801,389,SYH090,T,15:15:00,18:03:00,02:48:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00017414480724634723,0.9998258551927537,0.9998258551927537
1802,225,ICH942,MWT,13:53:00,17:38:00,03:45:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.000613904225535722,0.9993860957744642,0.9981594177272198
1803,356,QDJ389,TW,10:59:00,14:00:00,03:01:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0008143727179411188,0.9991856272820588,0.9983719177670414
1803,223,FRF846,MHT,17:05:00,18:32:00,01:27:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002036184894492704,0.9997963815105507,0.9993892689046778
1804,289,QDJ389,M,06:40:00,09:35:00,02:55:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0006932648373069361,0.9993067351626931,0.9993067351626931
1804,406,LEZ228,HFM,07:06:00,09:29:00,02:23:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.004400955447016304,0.9955990445529836,0.9868551536459864
1805,354,SYH090,FTM,11:53:00,13:09:00,01:16:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,8.188039781521416e-05,0.9999181196021848,0.999754378919204
1806,478,SYH090,FMW,19:19:00,21:38:00,02:19:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00013313509441767902,0.9998668649055823,0.9996006478892472
1807,15,QDJ389,TM,14:08:00,18:04:00,03:56:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0009312121811077772,0.9990687878188922,0.9981384427939106
1808,152,YAN039,FWH,12:18:00,15:50:00,03:32:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00017482976392966667,0.9998251702360703,0.9994756023992063
1808,281,VGP845,W,15:16:00,18:52:00,03:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002775916171984451,0.9997224083828016,0.9997224083828016
1808,116,LTG028,WF,07:09:00,11:06:00,03:57:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0006260840240364834,0.9993739159759635,0.9987482239331321
1809,375,LTG028,H,08:05:00,09:48:00,01:43:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002628381043481523,0.9997371618956519,0.9997371618956519
1809,66,YAN039,MH,18:41:00,19:48:00,01:07:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,7.474414600367084e-05,0.9999252558539963,0.9998505172946799
1809,402,LEZ228,HT,13:48:00,16:49:00,03:01:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.004831549622156974,0.9951684503778431,0.9903602446274375
1810,417,SYH090,T,21:17:00,22:22:00,01:05:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,5.717376710967987e-05,0.9999428262328903,0.9999428262328903
1810,9,QDJ389,M,11:08:00,12:15:00,01:07:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00031555801025691735,0.999684441989743,0.999684441989743
1810,269,QDJ389,HM,16:01:00,18:10:00,02:09:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0005125737895938043,0.9994874262104062,0.9989751151527022
1811,391,UGS416,H,19:55:00,21:07:00,01:12:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,7.758350172765074e-05,0.9999224164982724,0.9999224164982724
1811,252,FRF846,HWT,06:38:00,09:04:00,02:26:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00037819592804565606,0.9996218040719543,0.9988658412582488
1811,340,QDJ389,HTM,06:51:00,07:53:00,01:02:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002474388413800984,0.9997525611586199,0.9992578671386506
1812,123,LEZ228,T,07:08:00,09:21:00,02:13:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.002805090646769971,0.9971949093532301,0.9971949093532301
1812,32,QDJ389,HF,18:46:00,20:05:00,01:19:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0003433759536552169,0.9996566240463448,0.9993133659997352
1813,181,TVN387,M,11:55:00,15:37:00,03:42:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00035712069911384884,0.9996428793008861,0.9996428793008861
1813,187,FRF846,W,10:12:00,12:19:00,02:07:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00044379949989166846,0.9995562005001083,0.9995562005001083
1813,492,VGP845,WTM,07:50:00,10:00:00,02:10:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00015291769742471897,0.9998470823025752,0.9995413170556164
1814,208,SYH090,T,12:12:00,13:35:00,01:23:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,6.970205144494838e-05,0.999930297948555,0.999930297948555
1815,144,ICH942,W,11:28:00,14:04:00,02:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0004083976306205922,0.9995916023693794,0.9995916023693794
1815,381,LEZ228,MW,12:24:00,14:00:00,01:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0026531040319102573,0.9973468959680898,0.9947008308971838
1816,308,TVN387,M,07:08:00,10:21:00,03:13:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00029667834537806386,0.999703321654622,0.999703321654622
1816,11,QDJ389,WFM,08:55:00,11:53:00,02:58:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0007370141294184351,0.9992629858705816,0.9977905867808871
1817,485,QDJ389,FH,20:10:00,22:37:00,02:27:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0007420367710688504,0.9992579632289311,0.9985164770764319
1818,227,TVN387,HF,15:44:00,18:45:00,03:01:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002914828205421513,0.9997085171794579,0.9994171193211504
1819,349,TVN387,WFH,08:37:00,12:10:00,03:33:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00031175904646952717,0.9996882409535305,0.9990650144113996
1819,22,ICH942,WMH,12:45:00,15:57:00,03:12:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0005018639081213138,0.9994981360918787,0.9984951637513796
1820,140,FRF846,HT,16:01:00,18:09:00,02:08:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0003648458408398977,0.9996351541591602,0.9992704414308079
1820,213,LTG028,M,16:04:00,17:19:00,01:15:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00019917221614668942,0.9998008277838533,0.9998008277838533
1821,129,LEZ228,MWF,11:45:00,13:42:00,01:57:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0032053996854761384,0.9967946003145238,0.990414591770844
1821,492,VGP845,WTM,07:50:00,10:00:00,02:10:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00015291769742471897,0.9998470823025752,0.9995413170556164
1821,168,QDJ389,H,07:46:00,11:00:00,03:14:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0007327087963569942,0.999267291203643,0.999267291203643
1822,495,VGP845,T,19:39:00,21:40:00,02:01:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00016922641035452732,0.9998307735896454,0.9998307735896454
1822,289,QDJ389,M,06:40:00,09:35:00,02:55:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0006932648373069361,0.9993067351626931,0.9993067351626931
1823,438,QDJ389,TM,06:58:00,08:30:00,01:32:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00036644419654931887,0.9996335558034507,0.9992672458882506
1824,483,VGP845,FW,17:22:00,18:53:00,01:31:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0001222873983178941,0.9998777126016821,0.999755440157572
1824,35,LTG028,TH,08:02:00,10:32:00,02:30:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00032136097961926735,0.9996786390203807,0.9993573813136406
1824,82,VGP845,HT,09:58:00,12:20:00,02:22:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00019063758360043952,0.9998093624163995,0.9996187611754873
1825,404,YAN039,FH,09:48:00,13:36:00,03:48:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002974570672815307,0.9997025429327184,0.9994051743461437
1825,167,VGP845,W,14:44:00,16:26:00,01:42:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00012571525156919772,0.9998742847484308,0.9998742847484308
1826,52,SYH090,F,18:11:00,19:15:00,01:04:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,5.88284339991917e-05,0.9999411715660008,0.9999411715660008
1826,16,ICH942,T,17:20:00,18:34:00,01:14:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00019441495617069125,0.9998055850438293,0.9998055850438293
1827,257,TVN387,F,15:33:00,19:21:00,03:48:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00036671427924111604,0.9996332857207589,0.9996332857207589
1827,67,UGS416,TF,12:42:00,16:28:00,03:46:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002429120909922901,0.9997570879090077,0.9995142348242995
1827,199,VGP845,TFH,15:04:00,18:16:00,03:12:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002468640329166344,0.9997531359670834,0.999259590711758
1828,118,UGS416,HF,10:07:00,14:05:00,03:58:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002115964004891284,0.9997884035995108,0.9995768519720584
1829,139,LEZ228,FWH,07:53:00,09:51:00,01:58:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.003086747724025111,0.9969132522759749,0.9907683114518923
1829,285,UGS416,T,18:04:00,19:06:00,01:02:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,6.681898349726294e-05,0.9999331810165027,0.9999331810165027
1830,226,YAN039,W,18:56:00,21:32:00,02:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00018126209357942932,0.9998187379064206,0.9998187379064206
1830,371,UGS416,T,08:21:00,12:00:00,03:39:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00023541523451911436,0.9997645847654809,0.9997645847654809
1831,94,YAN039,MWF,09:18:00,10:31:00,01:13:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,8.844474657281728e-05,0.9999115552534272,0.9997346892270095
1831,178,ICH942,T,10:29:00,11:31:00,01:02:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0001629729109081813,0.9998370270890918,0.9998370270890918
1832,409,VGP845,TF,14:22:00,16:21:00,01:59:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.000146617144839296,0.9998533828551607,0.9997067872069085
1833,233,YAN039,TFW,14:28:00,15:45:00,01:17:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,8.218552390087262e-05,0.9999178144760992,0.9997534636911234
1834,362,LEZ228,M,11:27:00,14:17:00,02:50:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0037274800959262583,0.9962725199040737,0.9962725199040737
1835,486,LEZ228,HFW,11:59:00,13:54:00,01:55:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0031532109784180714,0.996846789021582,0.9905701639316139
1836,488,UGS416,T,08:39:00,10:47:00,02:08:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0001437395649998382,0.9998562604350002,0.9998562604350002
1837,20,UGS416,HW,20:06:00,22:09:00,02:03:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0001324276303670669,0.999867572369633,0.9997351622763432
1837,64,LEZ228,F,07:48:00,10:17:00,02:29:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0038467011903234897,0.9961532988096765,0.9961532988096765
1837,122,ICH942,W,16:56:00,20:47:00,03:51:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0007120897720098472,0.9992879102279901,0.9992879102279901
1838,310,TVN387,MFW,08:04:00,10:20:00,02:16:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00021927664657272447,0.9997807233534273,0.9993423142964817
1838,399,QDJ389,WTH,13:25:00,16:05:00,02:40:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0004905846418431915,0.9995094153581568,0.9985289679762723
1839,37,LTG028,T,15:30:00,18:07:00,02:37:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0003362674665026581,0.9996637325334974,0.9996637325334974
1840,425,LTG028,FM,07:33:00,11:12:00,03:39:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.000578870308438835,0.9994211296915612,0.9988425944739563
1840,205,FRF846,T,11:39:00,12:54:00,01:15:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00020464552571719725,0.9997953544742828,0.9997953544742828
1841,278,UGS416,T,13:11:00,15:10:00,01:59:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00012260690598795023,0.999877393094012,0.999877393094012
1842,135,QDJ389,HM,06:45:00,09:28:00,02:43:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0006169202113133556,0.9993830797886867,0.9987665401679204
1842,127,LEZ228,F,15:46:00,19:33:00,03:47:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.005950449360872514,0.9940495506391275,0.9940495506391275
1843,291,VGP845,F,13:43:00,16:00:00,02:17:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00015352301014283102,0.9998464769898572,0.9998464769898572
1844,457,VGP845,F,20:06:00,21:34:00,01:28:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,9.871938990117546e-05,0.9999012806100989,0.9999012806100989
1845,350,UGS416,FWT,17:26:00,18:34:00,01:08:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,6.380926070841263e-05,0.9999361907392916,0.9998085844324803
1846,173,VGP845,HT,16:51:00,19:12:00,02:21:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002127783190501337,0.9997872216809499,0.9995744886365129
1846,0,TVN387,TW,18:18:00,20:40:00,02:22:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00022891411141826238,0.9997710858885818,0.999542224178834
1846,450,LTG028,MHW,09:22:00,11:23:00,02:01:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00023498684953140268,0.9997650131504686,0.9992952050948886
1847,270,TVN387,HF,17:33:00,18:33:00,01:00:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,8.820597692302083e-05,0.999911794023077,0.9998235958264483
1848,148,TVN387,W,06:23:00,08:45:00,02:22:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00019793710567575355,0.9998020628943243,0.9998020628943243
1848,331,VGP845,H,20:14:00,21:30:00,01:16:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00010637895126161443,0.9998936210487384,0.9998936210487384
1848,291,VGP845,F,13:43:00,16:00:00,02:17:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00015352301014283102,0.9998464769898572,0.9998464769898572
1849,210,UGS416,F,15:48:00,18:47:00,02:59:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00020084836150345786,0.9997991516384965,0.9997991516384965
1850,328,LTG028,FM,13:24:00,15:26:00,02:02:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002492870030569049,0.9997507129969431,0.9995014881378961
1851,170,VGP845,FMT,13:03:00,14:44:00,01:41:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00011887796150962907,0.9998811220384903,0.9996434085097002
1852,454,UGS416,MFT,16:28:00,19:48:00,03:20:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00024289463313626215,0.9997571053668637,0.9992714930796692
1853,351,SYH090,MTW,11:41:00,13:12:00,01:31:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,7.64111212107878e-05,0.9999235888787892,0.9997707841518998
1853,419,SYH090,F,11:43:00,15:15:00,03:32:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0001860777483836607,0.9998139222516164,0.9998139222516164
1854,136,SYH090,WM,16:05:00,19:26:00,03:21:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00020826444925047368,0.9997917355507495,0.9995835144755798
1854,366,LTG028,HM,14:11:00,17:02:00,02:51:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00036605643062511973,0.9996339435693748,0.9992680211360601
1854,370,LEZ228,MT,17:25:00,19:01:00,01:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.002417171942831662,0.9975828280571684,0.9951714988345379
1855,73,YAN039,M,19:08:00,21:04:00,01:56:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0001348731590238363,0.9998651268409762,0.9998651268409762
1855,25,LTG028,MHF,19:20:00,20:55:00,01:35:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00023285634549504634,0.9997671436545049,0.9993015936171217
1855,68,TVN387,THW,06:31:00,10:07:00,03:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00041032353277665405,0.9995896764672233,0.9987695344287902
1856,26,SYH090,FH,10:06:00,13:19:00,03:13:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00017708466606643572,0.9998229153339335,0.999645862026846
1857,448,QDJ389,MTH,12:45:00,16:40:00,03:55:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0010539804295768703,0.9989460195704232,0.9968413901646671
1857,10,ICH942,H,19:03:00,22:18:00,03:15:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0005096396903894455,0.9994903603096106,0.9994903603096106
1858,486,LEZ228,HFW,11:59:00,13:54:00,01:55:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0031532109784180714,0.996846789021582,0.9905701639316139
1858,139,LEZ228,FWH,07:53:00,09:51:00,01:58:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.003086747724025111,0.9969132522759749,0.9907683114518923
1858,177,LEZ228,FM,18:48:00,21:02:00,02:14:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0038096553276804113,0.9961903446723196,0.9923952028183549
1859,318,LTG028,MH,15:56:00,17:23:00,01:27:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00019566306429767916,0.9998043369357024,0.9996087121554394
