STUDENT_ID,SECTION,LOCATION,DAYS,START_TIME,END_TIME
2578,3,UGS416,TMH,13:09:00,16:07:00
2578,35,LTG028,TH,08:02:00,10:32:00
2578,344,LEZ228,HF,18:50:00,21:09:00
2579,338,LTG028,F,08:57:00,11:42:00
2579,106,QDJ389,H,15:25:00,17:02:00
2580,208,SYH090,T,12:12:00,13:35:00
2581,206,UGS416,HFM,08:28:00,12:11:00
2581,470,ICH942,MWT,09:11:00,11:52:00
2582,260,VGP845,FT,11:51:00,13:33:00
2582,36,QDJ389,TH,14:49:00,16:14:00
2583,46,QDJ389,MWF,16:57:00,19:19:00
2583,426,LTG028,HF,18:37:00,22:00:00
2584,453,FRF846,TW,06:56:00,10:04:00
2585,66,YAN039,MH,18:41:00,19:48:00
2585,237,SYH090,FW,18:55:00,22:10:00
2585,134,VGP845,T,18:15:00,21:16:00
2586,127,LEZ228,F,15:46:00,19:33:00
2586,148,TVN387,W,06:23:00,08:45:00
2586,45,LEZ228,HMF,18:54:00,22:42:00
2587,474,TVN387,MWF,14:10:00,18:01:00
2587,102,VGP845,HM,18:19:00,22:16:00
2587,351,SYH090,MTW,11:41:00,13:12:00
2588,462,QDJ389,HMW,14:34:00,16:40:00
2589,397,VGP845,TH,18:00:00,21:21:00
2589,313,SYH090,WTM,09:26:00,12:33:00
2590,267,LEZ228,W,18:52:00,21:35:00
2590,403,LTG028,HM,12:40:00,14:37:00
2591,17,FRF846,FW,20:21:00,21:55:00
2591,143,LEZ228,FT,13:57:00,17:36:00
2591,112,QDJ389,TMF,09:15:00,12:24:00
2592,105,LEZ228,MFT,12:34:00,13:44:00
2592,371,UGS416,T,08:21:00,12:00:00
2593,273,VGP845,H,17:17:00,19:26:00
2594,15,QDJ389,TM,14:08:00,18:04:00
2594,315,QDJ389,MH,15:04:00,17:38:00
2594,374,FRF846,H,19:30:00,21:02:00
2595,15,QDJ389,TM,14:08:00,18:04:00
2596,165,VGP845,FM,15:45:00,18:43:00
2596,477,VGP845,TW,06:43:00,08:21:00
2597,168,QDJ389,H,07:46:00,11:00:00
2598,407,VGP845,FTH,12:25:00,14:23:00
2599,462,QDJ389,HMW,14:34:00,16:40:00
2600,383,TVN387,MWH,18:17:00,20:43:00
2600,113,FRF846,MT,10:50:00,14:44:00
2600,253,QDJ389,HWF,10:49:00,14:08:00
2601,111,VGP845,HM,14:48:00,18:28:00
2602,85,YAN039,TMH,20:33:00,21:33:00
2603,146,QDJ389,FW,11:29:00,13:11:00
2604,113,FRF846,MT,10:50:00,14:44:00
2604,265,SYH090,FT,17:07:00,20:13:00
2604,166,LTG028,WFM,17:56:00,19:52:00
2605,17,FRF846,FW,20:21:00,21:55:00
2605,377,UGS416,HTF,09:50:00,11:07:00
2606,169,VGP845,MFH,18:32:00,20:55:00
2606,283,YAN039,MTH,10:45:00,14:06:00
2607,71,QDJ389,HM,09:57:00,11:43:00
2608,54,LEZ228,M,09:55:00,13:25:00
2608,91,LEZ228,TM,19:08:00,20:43:00
2608,303,VGP845,TH,06:43:00,10:26:00
2609,267,LEZ228,W,18:52:00,21:35:00
2609,9,QDJ389,M,11:08:00,12:15:00
2610,412,SYH090,W,19:30:00,20:39:00
2611,225,ICH942,MWT,13:53:00,17:38:00
2611,63,VGP845,WMH,14:21:00,16:51:00
2611,82,VGP845,HT,09:58:00,12:20:00
2612,491,YAN039,M,09:33:00,12:24:00
2612,207,LEZ228,FM,18:10:00,20:10:00
2612,356,QDJ389,TW,10:59:00,14:00:00
2613,41,YAN039,MF,07:16:00,09:41:00
2613,78,TVN387,H,06:08:00,09:20:00
2613,288,LTG028,MF,17:47:00,21:42:00
2614,478,SYH090,FMW,19:19:00,21:38:00
2614,256,VGP845,M,18:11:00,20:09:00
2614,244,LEZ228,FHM,09:09:00,10:19:00
2615,480,VGP845,FTM,06:56:00,10:18:00
2616,217,QDJ389,HM,06:40:00,07:40:00
2616,12,LEZ228,HW,11:33:00,12:48:00
2617,87,YAN039,WM,12:09:00,16:08:00
2617,213,LTG028,M,16:04:00,17:19:00
2617,83,QDJ389,F,19:57:00,21:16:00
2618,132,LEZ228,W,17:41:00,19:19:00
2619,406,LEZ228,HFM,07:06:00,09:29:00
2620,32,QDJ389,HF,18:46:00,20:05:00
2621,181,TVN387,M,11:55:00,15:37:00
2621,52,SYH090,F,18:11:00,19:15:00
2622,199,VGP845,TFH,15:04:00,18:16:00
2622,26,SYH090,FH,10:06:00,13:19:00
2622,163,UGS416,HF,20:09:00,22:35:00
2623,397,VGP845,TH,18:00:00,21:21:00
2623,228,LEZ228,TF,18:46:00,22:42:00
2623,121,UGS416,FWT,20:08:00,21:25:00
2624,366,LTG028,HM,14:11:00,17:02:00
2625,110,YAN039,T,09:56:00,11:08:00
2625,387,QDJ389,MT,12:16:00,13:39:00
2626,455,QDJ389,W,17:14:00,19:14:00
2626,499,ICH942,T,08:37:00,10:14:00
2626,381,LEZ228,MW,12:24:00,14:00:00
2627,146,QDJ389,FW,11:29:00,13:11:00
2627,480,VGP845,FTM,06:56:00,10:18:00
2628,387,QDJ389,MT,12:16:00,13:39:00
2628,263,TVN387,H,08:24:00,11:17:00
2629,385,ICH942,WM,06:36:00,08:00:00
2630,149,SYH090,WTM,08:35:00,09:40:00
2630,30,YAN039,T,07:20:00,09:35:00
2631,190,YAN039,TF,16:38:00,19:26:00
2631,96,LEZ228,WT,15:45:00,19:39:00
2631,143,LEZ228,FT,13:57:00,17:36:00
2632,495,VGP845,T,19:39:00,21:40:00
2632,162,TVN387,H,19:14:00,22:54:00
2632,127,LEZ228,F,15:46:00,19:33:00
2633,111,VGP845,HM,14:48:00,18:28:00
2633,253,QDJ389,HWF,10:49:00,14:08:00
2633,336,QDJ389,WT,12:46:00,16:02:00
2634,327,VGP845,M,06:44:00,09:59:00
2634,453,FRF846,TW,06:56:00,10:04:00
2634,345,FRF846,HM,17:43:00,18:44:00
2635,111,VGP845,HM,14:48:00,18:28:00
2635,285,UGS416,T,18:04:00,19:06:00
2636,320,QDJ389,HMW,06:20:00,09:43:00
2636,495,VGP845,T,19:39:00,21:40:00
2637,66,YAN039,MH,18:41:00,19:48:00
2637,98,LEZ228,H,09:04:00,12:31:00
2637,166,LTG028,WFM,17:56:00,19:52:00
2638,27,QDJ389,T,18:55:00,20:51:00
2639,73,YAN039,M,19:08:00,21:04:00
2639,379,LEZ228,TWM,13:06:00,15:34:00
2640,27,QDJ389,T,18:55:00,20:51:00
2640,495,VGP845,T,19:39:00,21:40:00
2641,58,SYH090,H,14:29:00,17:07:00
2641,286,YAN039,HT,07:57:00,09:01:00
2641,360,ICH942,FMT,16:39:00,19:32:00
2642,105,LEZ228,MFT,12:34:00,13:44:00
2642,351,SYH090,MTW,11:41:00,13:12:00
2642,478,SYH090,FMW,19:19:00,21:38:00
2643,245,UGS416,FH,19:25:00,21:17:00
2644,419,SYH090,F,11:43:00,15:15:00
2644,35,LTG028,TH,08:02:00,10:32:00
2645,396,ICH942,M,06:58:00,08:53:00
2646,491,YAN039,M,09:33:00,12:24:00
2646,63,VGP845,WMH,14:21:00,16:51:00
2647,433,VGP845,WMH,16:13:00,18:06:00
2647,43,VGP845,M,07:41:00,08:42:00
2648,255,TVN387,M,17:00:00,19:21:00
2648,230,VGP845,TFW,14:04:00,15:36:00
2648,152,YAN039,FWH,12:18:00,15:50:00
2649,407,VGP845,FTH,12:25:00,14:23:00
2649,263,TVN387,H,08:24:00,11:17:00
2650,422,LTG028,F,08:30:00,10:18:00
2650,284,LEZ228,FT,06:59:00,08:36:00
2651,364,UGS416,TMF,18:00:00,19:47:00
2652,378,LEZ228,MHF,08:09:00,10:15:00
2652,184,LEZ228,HFM,13:56:00,16:30:00
2653,425,LTG028,FM,07:33:00,11:12:00
2653,382,LEZ228,F,14:30:00,15:52:00
2653,333,LEZ228,TMH,14:04:00,15:20:00
2654,151,YAN039,WFT,06:06:00,08:47:00
2654,6,QDJ389,FW,11:24:00,14:30:00
2654,412,SYH090,W,19:30:00,20:39:00
2655,325,LEZ228,HW,16:05:00,18:52:00
2655,262,UGS416,WH,18:22:00,21:03:00
2656,45,LEZ228,HMF,18:54:00,22:42:00
2656,452,LTG028,M,11:00:00,13:58:00
2657,303,VGP845,TH,06:43:00,10:26:00
2658,234,FRF846,H,16:19:00,18:29:00
2659,322,FRF846,WT,16:43:00,20:09:00
2659,129,LEZ228,MWF,11:45:00,13:42:00
2659,462,QDJ389,HMW,14:34:00,16:40:00
2660,383,TVN387,MWH,18:17:00,20:43:00
2661,434,QDJ389,HFW,20:46:00,22:52:00
2662,294,LTG028,HF,16:14:00,19:43:00
2662,61,UGS416,HW,13:17:00,14:55:00
2663,172,VGP845,H,10:18:00,13:31:00
2664,482,YAN039,H,17:39:00,19:31:00
2664,395,LTG028,M,07:03:00,09:56:00
2664,333,LEZ228,TMH,14:04:00,15:20:00
2665,479,QDJ389,T,08:12:00,10:18:00
2666,97,QDJ389,MT,13:41:00,15:11:00
2666,342,UGS416,MFT,15:59:00,17:08:00
2666,221,YAN039,F,13:48:00,15:32:00
2667,298,YAN039,M,18:38:00,19:40:00
2667,497,SYH090,FTM,09:46:00,11:34:00
2668,304,LEZ228,MHT,06:54:00,10:36:00
2668,447,VGP845,FH,14:20:00,15:45:00
2669,161,SYH090,T,16:26:00,17:38:00
2669,483,VGP845,FW,17:22:00,18:53:00
2669,34,YAN039,TMF,17:03:00,18:40:00
2670,452,LTG028,M,11:00:00,13:58:00
2670,50,UGS416,FHT,14:11:00,17:50:00
2670,342,UGS416,MFT,15:59:00,17:08:00
2671,143,LEZ228,FT,13:57:00,17:36:00
2671,147,UGS416,FWM,18:37:00,21:19:00
2672,294,LTG028,HF,16:14:00,19:43:00
2672,199,VGP845,TFH,15:04:00,18:16:00
2672,91,LEZ228,TM,19:08:00,20:43:00
2673,264,LEZ228,WHT,16:30:00,19:43:00
2673,173,VGP845,HT,16:51:00,19:12:00
2673,386,LEZ228,THM,16:48:00,19:56:00
2674,151,YAN039,WFT,06:06:00,08:47:00
2675,279,FRF846,HMT,20:30:00,22:38:00
2675,358,VGP845,W,11:45:00,15:44:00
2676,12,LEZ228,HW,11:33:00,12:48:00
2677,31,LEZ228,M,06:46:00,09:13:00
2677,165,VGP845,FM,15:45:00,18:43:00
2677,374,FRF846,H,19:30:00,21:02:00
2678,278,UGS416,T,13:11:00,15:10:00
2678,441,LEZ228,TMH,14:59:00,17:29:00
2678,103,VGP845,MT,19:21:00,21:52:00
2679,104,LTG028,WF,14:32:00,15:37:00
2679,261,VGP845,WHF,07:07:00,09:42:00
2679,120,VGP845,TH,17:07:00,19:41:00
2680,174,UGS416,F,06:51:00,10:01:00
2680,357,UGS416,FW,17:51:00,21:45:00
2680,94,YAN039,MWF,09:18:00,10:31:00
2681,77,FRF846,T,10:44:00,13:17:00
2681,157,YAN039,TW,06:58:00,08:58:00
2681,49,FRF846,HTM,09:23:00,12:33:00
2682,328,LTG028,FM,13:24:00,15:26:00
2682,421,VGP845,WF,07:47:00,09:17:00
2683,132,LEZ228,W,17:41:00,19:19:00
2683,183,SYH090,F,09:19:00,12:43:00
2683,24,YAN039,HWM,18:01:00,19:48:00
2684,72,VGP845,FTH,10:09:00,12:24:00
2685,470,ICH942,MWT,09:11:00,11:52:00
2685,212,UGS416,WF,09:08:00,11:50:00
2686,240,YAN039,WTH,09:36:00,11:55:00
2686,381,LEZ228,MW,12:24:00,14:00:00
2686,412,SYH090,W,19:30:00,20:39:00
2687,274,YAN039,FMW,08:03:00,10:51:00
2688,499,ICH942,T,08:37:00,10:14:00
2689,437,VGP845,F,06:20:00,09:39:00
2689,190,YAN039,TF,16:38:00,19:26:00
2689,436,YAN039,W,14:26:00,16:08:00
2690,287,YAN039,WTF,16:19:00,19:57:00
2690,355,UGS416,TF,08:53:00,10:54:00
2691,391,UGS416,H,19:55:00,21:07:00
2691,93,YAN039,TF,18:08:00,19:59:00
2691,63,VGP845,WMH,14:21:00,16:51:00
2692,328,LTG028,FM,13:24:00,15:26:00
2692,248,YAN039,W,10:07:00,13:51:00
2693,201,YAN039,FWH,17:13:00,19:57:00
2693,441,LEZ228,TMH,14:59:00,17:29:00
2693,117,FRF846,WT,10:05:00,11:11:00
2694,335,SYH090,WTF,18:51:00,22:44:00
2695,339,FRF846,MWH,10:03:00,12:19:00
2695,356,QDJ389,TW,10:59:00,14:00:00
2696,378,LEZ228,MHF,08:09:00,10:15:00
2696,127,LEZ228,F,15:46:00,19:33:00
2696,305,FRF846,THM,16:10:00,19:02:00
2697,209,UGS416,WF,13:32:00,16:20:00
2697,333,LEZ228,TMH,14:04:00,15:20:00
2698,396,ICH942,M,06:58:00,08:53:00
2699,227,TVN387,HF,15:44:00,18:45:00
2699,142,UGS416,F,16:54:00,19:37:00
2700,321,LEZ228,THW,10:50:00,12:39:00
2700,257,TVN387,F,15:33:00,19:21:00
2701,114,YAN039,MHT,11:56:00,15:54:00
2702,442,QDJ389,FM,15:02:00,17:02:00
2703,140,FRF846,HT,16:01:00,18:09:00
2703,459,ICH942,F,08:33:00,11:41:00
2704,365,LTG028,WH,14:30:00,18:01:00
2705,243,YAN039,MFT,14:32:00,16:13:00
2705,348,VGP845,TFM,18:24:00,21:23:00
2706,348,VGP845,TFM,18:24:00,21:23:00
2706,270,TVN387,HF,17:33:00,18:33:00
2706,394,UGS416,FT,14:35:00,17:08:00
2707,65,VGP845,HWM,08:04:00,09:21:00
2707,416,YAN039,HT,08:31:00,09:51:00
2708,445,QDJ389,TFH,13:11:00,14:38:00
2709,434,QDJ389,HFW,20:46:00,22:52:00
2709,361,LTG028,M,19:35:00,22:05:00
2710,35,LTG028,TH,08:02:00,10:32:00
2710,82,VGP845,HT,09:58:00,12:20:00
2711,165,VGP845,FM,15:45:00,18:43:00
2711,475,TVN387,H,08:01:00,10:45:00
2711,359,LEZ228,WFH,07:09:00,08:26:00
2712,361,LTG028,M,19:35:00,22:05:00
2712,240,YAN039,WTH,09:36:00,11:55:00
2713,400,LEZ228,TM,19:58:00,21:13:00
2713,427,ICH942,MW,20:39:00,22:06:00
2714,426,LTG028,HF,18:37:00,22:00:00
2714,454,UGS416,MFT,16:28:00,19:48:00
2714,18,LEZ228,W,07:20:00,08:57:00
2715,298,YAN039,M,18:38:00,19:40:00
2716,404,YAN039,FH,09:48:00,13:36:00
2716,143,LEZ228,FT,13:57:00,17:36:00
2716,53,LEZ228,HW,16:10:00,17:48:00
2717,191,LEZ228,W,12:03:00,14:44:00
2718,50,UGS416,FHT,14:11:00,17:50:00
2719,61,UGS416,HW,13:17:00,14:55:00
2720,279,FRF846,HMT,20:30:00,22:38:00
2721,65,VGP845,HWM,08:04:00,09:21:00
2721,24,YAN039,HWM,18:01:00,19:48:00
2721,77,FRF846,T,10:44:00,13:17:00
2722,364,UGS416,TMF,18:00:00,19:47:00
2722,272,VGP845,HTW,09:19:00,10:50:00
2723,27,QDJ389,T,18:55:00,20:51:00
2723,379,LEZ228,TWM,13:06:00,15:34:00
2724,344,LEZ228,HF,18:50:00,21:09:00
2724,320,QDJ389,HMW,06:20:00,09:43:00
2725,375,LTG028,H,08:05:00,09:48:00
2726,412,SYH090,W,19:30:00,20:39:00
2726,454,UGS416,MFT,16:28:00,19:48:00
2726,294,LTG028,HF,16:14:00,19:43:00
2727,54,LEZ228,M,09:55:00,13:25:00
2727,107,SYH090,WTH,06:07:00,07:17:00
2728,103,VGP845,MT,19:21:00,21:52:00
2729,175,LTG028,M,10:51:00,14:46:00
2729,87,YAN039,WM,12:09:00,16:08:00
2730,284,LEZ228,FT,06:59:00,08:36:00
2730,270,TVN387,HF,17:33:00,18:33:00
2730,452,LTG028,M,11:00:00,13:58:00
2731,214,VGP845,MF,18:22:00,22:06:00
2731,75,SYH090,F,16:00:00,18:13:00
2732,142,UGS416,F,16:54:00,19:37:00
2733,221,YAN039,F,13:48:00,15:32:00
2733,331,VGP845,H,20:14:00,21:30:00
2733,220,ICH942,F,08:34:00,09:36:00
2734,111,VGP845,HM,14:48:00,18:28:00
2734,333,LEZ228,TMH,14:04:00,15:20:00
2734,465,FRF846,M,10:46:00,11:50:00
2735,175,LTG028,M,10:51:00,14:46:00
2735,459,ICH942,F,08:33:00,11:41:00
2735,267,LEZ228,W,18:52:00,21:35:00
2736,300,VGP845,HF,15:46:00,19:07:00
2736,463,QDJ389,HT,14:48:00,16:12:00
2737,153,LEZ228,FWH,12:29:00,14:18:00
2737,339,FRF846,MWH,10:03:00,12:19:00
2737,175,LTG028,M,10:51:00,14:46:00
2738,306,VGP845,T,09:03:00,10:10:00
2738,117,FRF846,WT,10:05:00,11:11:00
2739,83,QDJ389,F,19:57:00,21:16:00
2739,3,UGS416,TMH,13:09:00,16:07:00
2740,256,VGP845,M,18:11:00,20:09:00
2740,116,LTG028,WF,07:09:00,11:06:00
2741,112,QDJ389,TMF,09:15:00,12:24:00
2742,265,SYH090,FT,17:07:00,20:13:00
2742,239,LTG028,H,17:44:00,21:24:00
2742,87,YAN039,WM,12:09:00,16:08:00
2743,189,ICH942,TF,09:10:00,11:14:00
2744,369,ICH942,WF,08:59:00,10:55:00
2744,277,YAN039,H,08:14:00,11:59:00
2745,186,YAN039,F,11:37:00,14:41:00
2746,187,FRF846,W,10:12:00,12:19:00
2746,356,QDJ389,TW,10:59:00,14:00:00
2746,198,ICH942,F,07:18:00,09:33:00
2747,85,YAN039,TMH,20:33:00,21:33:00
2747,208,SYH090,T,12:12:00,13:35:00
2748,239,LTG028,H,17:44:00,21:24:00
2748,120,VGP845,TH,17:07:00,19:41:00
2749,496,VGP845,M,15:32:00,19:05:00
2749,464,SYH090,F,15:38:00,17:41:00
2749,30,YAN039,T,07:20:00,09:35:00
2750,153,LEZ228,FWH,12:29:00,14:18:00
2751,168,QDJ389,H,07:46:00,11:00:00
2751,387,QDJ389,MT,12:16:00,13:39:00
2752,97,QDJ389,MT,13:41:00,15:11:00
2753,289,QDJ389,M,06:40:00,09:35:00
2753,322,FRF846,WT,16:43:00,20:09:00
2754,70,LEZ228,MT,10:35:00,12:59:00
2754,473,SYH090,FM,15:06:00,16:29:00
2755,242,FRF846,W,15:39:00,19:34:00
2755,364,UGS416,TMF,18:00:00,19:47:00
2755,460,VGP845,M,15:51:00,17:05:00
2756,247,QDJ389,W,17:50:00,21:24:00
2757,200,LTG028,FWM,16:17:00,18:11:00
2758,36,QDJ389,TH,14:49:00,16:14:00
2758,130,UGS416,H,08:46:00,12:10:00
2758,336,QDJ389,WT,12:46:00,16:02:00
2759,40,LEZ228,WH,13:32:00,14:56:00
2759,326,VGP845,TFW,09:04:00,10:41:00
2759,55,SYH090,H,21:23:00,22:26:00
2760,114,YAN039,MHT,11:56:00,15:54:00
2760,330,LTG028,HMF,09:13:00,12:16:00
2760,483,VGP845,FW,17:22:00,18:53:00
2761,311,UGS416,HTW,16:51:00,20:05:00
2761,376,ICH942,WM,20:35:00,22:46:00
2761,122,ICH942,W,16:56:00,20:47:00
2762,70,LEZ228,MT,10:35:00,12:59:00
2762,303,VGP845,TH,06:43:00,10:26:00
2762,163,UGS416,HF,20:09:00,22:35:00
2763,156,TVN387,HW,07:05:00,09:56:00
2764,355,UGS416,TF,08:53:00,10:54:00
2764,406,LEZ228,HFM,07:06:00,09:29:00
2764,77,FRF846,T,10:44:00,13:17:00
2765,24,YAN039,HWM,18:01:00,19:48:00
2765,114,YAN039,MHT,11:56:00,15:54:00
2766,125,SYH090,H,07:58:00,09:48:00
2767,459,ICH942,F,08:33:00,11:41:00
2767,217,QDJ389,HM,06:40:00,07:40:00
2768,18,LEZ228,W,07:20:00,08:57:00
2769,413,TVN387,WMF,20:14:00,21:56:00
2769,14,LEZ228,HFM,19:50:00,22:31:00
2770,145,LEZ228,HT,18:13:00,21:06:00
2771,468,LEZ228,W,09:41:00,11:39:00
2771,331,VGP845,H,20:14:00,21:30:00
2771,208,SYH090,T,12:12:00,13:35:00
2772,375,LTG028,H,08:05:00,09:48:00
2773,494,LEZ228,T,13:52:00,17:49:00
2773,415,LEZ228,FT,08:07:00,10:10:00
2773,230,VGP845,TFW,14:04:00,15:36:00
2774,222,YAN039,FHM,18:19:00,19:40:00
2775,256,VGP845,M,18:11:00,20:09:00
2775,318,LTG028,MH,15:56:00,17:23:00
2776,134,VGP845,T,18:15:00,21:16:00
2776,28,YAN039,WH,15:29:00,16:58:00
2777,25,LTG028,MHF,19:20:00,20:55:00
2777,144,ICH942,W,11:28:00,14:04:00
2777,90,QDJ389,T,07:40:00,11:18:00
2778,268,VGP845,MHT,10:22:00,12:58:00
2779,258,YAN039,MH,18:24:00,21:44:00
2780,304,LEZ228,MHT,06:54:00,10:36:00
2781,410,QDJ389,M,10:23:00,12:49:00
2782,148,TVN387,W,06:23:00,08:45:00
2782,241,SYH090,M,17:15:00,20:10:00
2782,258,YAN039,MH,18:24:00,21:44:00
2783,69,VGP845,F,09:19:00,12:45:00
2784,305,FRF846,THM,16:10:00,19:02:00
2784,126,UGS416,M,10:48:00,14:14:00
2785,87,YAN039,WM,12:09:00,16:08:00
2786,121,UGS416,FWT,20:08:00,21:25:00
2786,338,LTG028,F,08:57:00,11:42:00
2787,81,UGS416,FTH,10:58:00,13:59:00
2787,93,YAN039,TF,18:08:00,19:59:00
2787,279,FRF846,HMT,20:30:00,22:38:00
2788,493,YAN039,TW,14:41:00,17:48:00
2788,145,LEZ228,HT,18:13:00,21:06:00
2789,113,FRF846,MT,10:50:00,14:44:00
2789,27,QDJ389,T,18:55:00,20:51:00
2789,408,ICH942,T,17:31:00,20:27:00
2790,66,YAN039,MH,18:41:00,19:48:00
2791,225,ICH942,MWT,13:53:00,17:38:00
2792,109,TVN387,WF,19:53:00,21:34:00
2793,91,LEZ228,TM,19:08:00,20:43:00
2793,45,LEZ228,HMF,18:54:00,22:42:00
2793,366,LTG028,HM,14:11:00,17:02:00
2794,206,UGS416,HFM,08:28:00,12:11:00
2794,391,UGS416,H,19:55:00,21:07:00
2794,134,VGP845,T,18:15:00,21:16:00
2795,114,YAN039,MHT,11:56:00,15:54:00
2795,445,QDJ389,TFH,13:11:00,14:38:00
2795,128,VGP845,M,17:16:00,19:21:00
2796,77,FRF846,T,10:44:00,13:17:00
2796,181,TVN387,M,11:55:00,15:37:00
2796,471,FRF846,WHT,08:43:00,12:29:00
2797,105,LEZ228,MFT,12:34:00,13:44:00
2797,91,LEZ228,TM,19:08:00,20:43:00
2798,404,YAN039,FH,09:48:00,13:36:00
2799,1,QDJ389,HFT,18:15:00,20:21:00
2799,145,LEZ228,HT,18:13:00,21:06:00
2799,222,YAN039,FHM,18:19:00,19:40:00
2800,70,LEZ228,MT,10:35:00,12:59:00
2801,47,LTG028,FW,12:28:00,15:37:00
2801,413,TVN387,WMF,20:14:00,21:56:00
2801,289,QDJ389,M,06:40:00,09:35:00
2802,154,FRF846,TWM,12:14:00,14:00:00
2802,111,VGP845,HM,14:48:00,18:28:00
2803,452,LTG028,M,11:00:00,13:58:00
2803,327,VGP845,M,06:44:00,09:59:00
2803,425,LTG028,FM,07:33:00,11:12:00
2804,487,YAN039,H,18:06:00,21:20:00
2804,453,FRF846,TW,06:56:00,10:04:00
2805,320,QDJ389,HMW,06:20:00,09:43:00
2806,8,YAN039,TF,16:58:00,19:55:00
2806,474,TVN387,MWF,14:10:00,18:01:00
2806,14,LEZ228,HFM,19:50:00,22:31:00
2807,407,VGP845,FTH,12:25:00,14:23:00
2807,420,SYH090,W,06:10:00,07:29:00
2808,477,VGP845,TW,06:43:00,08:21:00
2808,136,SYH090,WM,16:05:00,19:26:00
2809,444,YAN039,THW,08:39:00,12:10:00
2810,381,LEZ228,MW,12:24:00,14:00:00
2811,468,LEZ228,W,09:41:00,11:39:00
2811,136,SYH090,WM,16:05:00,19:26:00
2811,427,ICH942,MW,20:39:00,22:06:00
2812,20,UGS416,HW,20:06:00,22:09:00
2812,69,VGP845,F,09:19:00,12:45:00
2813,249,VGP845,F,16:12:00,19:34:00
2813,100,VGP845,MWT,14:39:00,17:46:00
2814,460,VGP845,M,15:51:00,17:05:00
2814,155,FRF846,WH,09:06:00,11:17:00
2814,146,QDJ389,FW,11:29:00,13:11:00
2815,28,YAN039,WH,15:29:00,16:58:00
2815,3,UGS416,TMH,13:09:00,16:07:00
2815,4,QDJ389,HTW,19:02:00,22:50:00
2816,465,FRF846,M,10:46:00,11:50:00
2816,335,SYH090,WTF,18:51:00,22:44:00
2816,158,VGP845,HFW,11:14:00,12:14:00
2817,81,UGS416,FTH,10:58:00,13:59:00
2817,424,ICH942,FT,18:50:00,21:09:00
2818,451,YAN039,H,07:34:00,10:38:00
2818,160,SYH090,WF,15:31:00,18:02:00
2819,48,LTG028,FHM,17:40:00,21:35:00
2820,321,LEZ228,THW,10:50:00,12:39:00
2820,52,SYH090,F,18:11:00,19:15:00
2820,187,FRF846,W,10:12:00,12:19:00
2821,77,FRF846,T,10:44:00,13:17:00
2821,198,ICH942,F,07:18:00,09:33:00
2822,140,FRF846,HT,16:01:00,18:09:00
2822,286,YAN039,HT,07:57:00,09:01:00
2823,255,TVN387,M,17:00:00,19:21:00
2823,95,TVN387,MFW,08:59:00,11:07:00
2823,453,FRF846,TW,06:56:00,10:04:00
2824,413,TVN387,WMF,20:14:00,21:56:00
2825,249,VGP845,F,16:12:00,19:34:00
2826,229,YAN039,WTH,15:05:00,16:38:00
2826,147,UGS416,FWM,18:37:00,21:19:00
2826,284,LEZ228,FT,06:59:00,08:36:00
2827,371,UGS416,T,08:21:00,12:00:00
2827,121,UGS416,FWT,20:08:00,21:25:00
2827,154,FRF846,TWM,12:14:00,14:00:00
2828,141,ICH942,TW,06:17:00,09:27:00
2829,136,SYH090,WM,16:05:00,19:26:00
2830,59,LEZ228,FW,06:38:00,10:36:00
2830,403,LTG028,HM,12:40:00,14:37:00
2831,383,TVN387,MWH,18:17:00,20:43:00
2832,1,QDJ389,HFT,18:15:00,20:21:00
2833,34,YAN039,TMF,17:03:00,18:40:00
2833,228,LEZ228,TF,18:46:00,22:42:00
2834,242,FRF846,W,15:39:00,19:34:00
2834,102,VGP845,HM,18:19:00,22:16:00
2835,250,QDJ389,M,07:36:00,09:38:00
2835,307,YAN039,TMF,11:10:00,13:26:00
2835,395,LTG028,M,07:03:00,09:56:00
2836,32,QDJ389,HF,18:46:00,20:05:00
2837,304,LEZ228,MHT,06:54:00,10:36:00
2837,126,UGS416,M,10:48:00,14:14:00
2838,34,YAN039,TMF,17:03:00,18:40:00
2839,339,FRF846,MWH,10:03:00,12:19:00
2839,471,FRF846,WHT,08:43:00,12:29:00
2840,481,UGS416,THW,18:24:00,22:14:00
2840,173,VGP845,HT,16:51:00,19:12:00
2840,340,QDJ389,HTM,06:51:00,07:53:00
2841,159,ICH942,M,14:09:00,17:46:00
2841,267,LEZ228,W,18:52:00,21:35:00
2842,76,LEZ228,F,08:00:00,10:39:00
2842,461,VGP845,FHW,08:40:00,10:20:00
2843,497,SYH090,FTM,09:46:00,11:34:00
2844,25,LTG028,MHF,19:20:00,20:55:00
2844,285,UGS416,T,18:04:00,19:06:00
2845,46,QDJ389,MWF,16:57:00,19:19:00
2845,379,LEZ228,TWM,13:06:00,15:34:00
2845,176,LTG028,M,08:10:00,09:22:00
2846,287,YAN039,WTF,16:19:00,19:57:00
2847,452,LTG028,M,11:00:00,13:58:00
2848,268,VGP845,MHT,10:22:00,12:58:00
2848,274,YAN039,FMW,08:03:00,10:51:00
2848,416,YAN039,HT,08:31:00,09:51:00
2849,394,UGS416,FT,14:35:00,17:08:00
2849,499,ICH942,T,08:37:00,10:14:00
2849,66,YAN039,MH,18:41:00,19:48:00
2850,412,SYH090,W,19:30:00,20:39:00
2850,158,VGP845,HFW,11:14:00,12:14:00
